month,region,is_active_ontap_slice_region,likely_family,total_count,unique_companies,unique_locations,top_titles
2026-06,South East (ex-London),no,support_worker,20,9,9,childrens residential support worker (3); residential childcare support worker (2); children s support worker (1); residential support worker outside ir35 (1); residential childrens support worker (1); senior residential childrens support worker (1); residential childrens senior support worker (1); support worker (1); residential child care worker (1); senior residential childcare support worker (1)
2026-06,South East (ex-London),no,sales,16,2,4,veterinary account manager - royal canin (3); veterinary client relationship manager - royal canin (3); veterinary practice business consultant - royal canin (3); veterinary practice sales representative - royal canin (3); animal wellness business manager - royal canin (3); trainee commercial nutritionist (1)
2026-06,South East (ex-London),no,customer_service,9,3,6,retail optical assistant (3); audiologist/hearing aid dispenser (2); sales administrator (2); optometrist coordinator (1); trainee optical assistant (1)
2026-06,South East (ex-London),no,care_assistant,6,4,4,complex care assistant (2); foster carer (1); foster carer/gofalwr maeth (1); become a foster carer / / supported lodgings host (1); registered manager (1)
2026-06,South East (ex-London),no,administrator_general,3,3,2,accounts administrator (1); systems data administrator (1); sjp financial administrator (1)
2026-06,South East (ex-London),no,care_coordinator,2,2,2,care co-ordinator (1); field care coordinator (1)
2026-06,South East (ex-London),no,scheduler_planner,1,1,1,repairs admin/planner (1)
2026-06,South East Coast,no,unclassified,12,10,3,"optometrist / £75,000 / eastbourne (1); eastbourne optometrist role - up to £70,000 (1); optometrist (1); optometrist opportunity hastings / independent practice / £70,000 (1); dispensing optician apprentice (1); registered nurse - bank (1); deputy manager childrens home (1); childrens home registered manager (1); accredited clinical coder (1); registered manager childrens home (1)"
2026-06,South East Coast,no,support_worker,2,2,2,support worker (1); childrens residential support worker (1)
2026-06,South East Coast,no,teaching_assistant,1,1,1,aspiring educational psychologist (1)
2026-06,South East England / Berkshire,no,unclassified,28,23,9,"registered nurse/paramedic-police custody - berkshire -ft/pt (2); senior social worker - children s safeguarding (1); functional assessor - slough - nurse/ot/physio/paramedic (1); children s residential homes manager (1); optical assistant job in reading (1); trainee dental nurse required - reading (1); occupational health advisor (1); ip optometrist berkshire- independent - up to £75,000 (1); regional service manager, medical devices (1); business support officer - housing - local authority (1)"
2026-06,South East England / Berkshire,no,administrator_general,6,4,3,sales administrator (2); case disposals administrator cj (1); finance administrator (1); warehouse administrator (1); office administrator (1)
2026-06,South East England / Berkshire,no,support_worker,4,4,3,children s support worker (1); senior support worker (1); senior support worker - young people (1); healthcare assistant driver (1)
2026-06,South East England / Berkshire,no,customer_service,3,3,2,retail optical assistant (1); client services administrator (1); operations administrator (1)
2026-06,South East England / Berkshire,no,care_assistant,1,1,1,complex care assistant (1)
2026-06,South East England / Berkshire,no,scheduler_planner,1,1,1,financial planning administrator (1)
2026-06,South East England / Berkshire,no,teaching_assistant,1,1,1,psychology graduate - reading (1)
2026-06,South East England / Buckinghamshire,no,unclassified,20,17,9,nurse assessor (2); job in (2); dispensing optician assistant manager (1); hire coordinator (1); office manager / senior paraplanner (1); registered nurse rgn - bank - care home (1); clinical lead (1); assistant operations business manager (1); childrens residential deputy manager (1); assistant operations business manager - gas (1)
2026-06,South East England / Buckinghamshire,no,customer_service,3,3,2,optical assistant job in milton keynes (1); receptionist (1); ifa administrator (1)
2026-06,South East England / Buckinghamshire,no,support_worker,2,2,1,healthcare assistant/ support worker (1); senior support worker (1)
2026-06,South East England / Buckinghamshire,no,administrator_general,1,1,1,scheduling administrator (1)
2026-06,South East England / Buckinghamshire,no,teaching_assistant,1,1,1,teaching assistant to teacher programme (1)
2026-06,South East England / East Sussex,no,unclassified,7,7,1,"optical assistant job in brighton (1); optometrist / brighton / £70,000 (1); learning disability nurse (1); regional care nurse lead (1); head of brighton office tax services (1); health social care assessor (1); community nurse (1)"
2026-06,South East England / East Sussex,no,administrator_general,3,3,1,accounts administrator (1); administrator (1); financial services administrator (1)
2026-06,South East England / East Sussex,no,support_worker,1,1,1,support worker adults with learning disabilities (1)
2026-06,South East England / East Sussex,no,teaching_assistant,1,1,1,graduate teaching assistant brighton future teacher programme (1)
2026-06,South East England / Hampshire,no,unclassified,62,34,18,"optometrist (2); consultant anaesthetists (1); careline call operator - day shifts (1); physiotherapist (1); optometrist/ new milton / £70,000 doe (1); southampton optometrist role - up to £70,000 doe (1); southampton optometrist - oct (1); optometrist opportunity whiteley / a specialist eye hospital / £65,000 (1); optometrist opportunity portsmouth / multiple practice/ £70,000 (1); optometrist opportunity, portsmouth / £70,000 (1)"
2026-06,South East England / Hampshire,no,administrator_general,10,8,9,administrator (4); finance operations administrator (1); sales administrator (1); business support administrator - payroll recruitment (1); sales purchasing administrator (1); receptionist (1); purchasing administrator 6 month (1)
2026-06,South East England / Hampshire,no,support_worker,8,6,7,children s support worker (2); residential childcare support worker (2); female driver support worker (1); team leader / senior support worker (1); residential childrens senior support worker (1); female support worker (1)
2026-06,South East England / Hampshire,no,customer_service,6,2,5,retail optical assistant (3); optometrist (1); dispensing optician (1); optical assistant (1)
2026-06,South East England / Hampshire,no,care_assistant,3,3,3,care assistant (1); personal care assistant petersfield (1); registered manager (1)
2026-06,South East England / Hampshire,no,warehouse_logistics,2,2,2,fleet facilities support operative (1); dispensing operative (1)
2026-06,South East England / Hampshire,no,service_administrator,1,1,1,customer service administrator (1)
2026-06,South East England / Hampshire,no,teaching_assistant,1,1,1,psychology and criminology graduates (1)
2026-06,South East England / Kent,no,unclassified,36,18,19,"registered manager (4); pre-reg 2026 (2); functional assessor (2); veterinary business manager-digital services (2); veterinary digital solutions manager (2); veterinary digital partnerships manager (2); digital veterinary business manager (2); hearing aid audiologist, dorset (1); personal assistant to the ceo (1); optometrist/canterbury/£80,000 (1)"
2026-06,South East England / Kent,no,sales,10,1,2,veterinary client relationship manager - royal canin (2); veterinary practice business consultant - royal canin (2); animal wellness business manager - royal canin (2); veterinary account manager - royal canin (2); veterinary practice sales representative - royal canin (2)
2026-06,South East England / Kent,no,care_assistant,7,1,7,complex care assistant (7)
2026-06,South East England / Kent,no,support_worker,6,4,5,support worker (2); support worker supported living (1); casual support worker (1); autism practitioner (1); residential support worker (1)
2026-06,South East England / Kent,no,administrator_general,5,4,3,office administrator (1); hr administrator (1); transport administrator (1); administrator- 8am-4pm (1); german logistics administrator £30k 3 30pm friday finish (1)
2026-06,South East England / Kent,no,customer_service,2,2,2,administrator (1); retail optical assistant (1)
2026-06,South East England / Kent,no,service_administrator,1,1,1,customer service administrator (1)
2026-06,South East England / Kent,no,teaching_assistant,1,1,1,learning support assistant (1)
2026-06,South East England / Oxfordshire,no,unclassified,14,14,6,"field care supervisor (1); psychology graduate - mental health support (1); specialist histology biomedical scientist bms locum oxford (1); counsellor (1); small animal vet, modern practice, clinicial interest development, north oxfordshire (1); vehicle technician (1); patient transport liaison officer (1); social worker (1); registered nurse/paramedic-police custody - oxfordshire -ft/pt (1); home collected credit manager (1)"
2026-06,South East England / Oxfordshire,no,support_worker,6,4,5,casual support worker (2); support worker (1); garden support worker (1); female support worker (1); registered service manager (1)
2026-06,South East England / Oxfordshire,no,administrator_general,3,3,3,executive assistant to the head (1); finance administrator (1); people culture administrator (1)
2026-06,South East England / Oxfordshire,no,care_assistant,2,2,2,registered manager (1); field care supervisor (1)
2026-06,South East England / Oxfordshire,no,teaching_assistant,2,1,1,psychology graduate (1); aspiring educational psychologist (1)
2026-06,South East England / Oxfordshire,no,sales,1,1,1,sales appointment coordinator (1)
2026-06,South East England / Surrey,no,unclassified,39,34,20,"night care supervisor (2); horley optometrist role - £60,000 (1); mobile hearing aid audiologist, guildford (1); full or optometrist - monday to friday, guildford, surrey (1); legal personal assistant (1); optical assistant job in godalming (1); optical assistant apprentice (1); head housekeeper head homemaker (1); optometrist, haslemere maternity cover (1); dispensing optician - weybridge - independent (1)"
2026-06,South East England / Surrey,no,administrator_general,11,7,8,admin assistant until august (1); administrator (1); junior administrator (1); insurance administrator (1); team manager - db pensions (1); governance administrator (1); school administrator (1); pensions administrator (1); student skills administrator (1); learning resource centre administrator (1)
2026-06,South East England / Surrey,no,support_worker,7,6,6,support worker (1); female support worker (1); residential childcare support worker (1); senior support worker (1); mobile support worker (1); play youth club support worker (1); deputy manager (1)
2026-06,South East England / Surrey,no,teaching_assistant,5,2,5,aspiring educational psychologist (2); sen behaviour analyst - graduate (1); psychology and criminology graduates (1); graduate - aspiring educational psychologist - dorking (1)
2026-06,South East England / Surrey,no,care_assistant,3,3,3,senior care assistant (2); day care assistant (1)
2026-06,South East England / Surrey,no,customer_service,2,1,2,retail optical assistant (2)
2026-06,South Wales,no,unclassified,19,11,12,"wca nurse (4); occupational therapist (2); registered manager (2); optometrist / abergavenny / £65,000 (1); aberystwyth optometrist role - up to £65,000 doe (1); newly qualifiied optometrist (1); optical glazing technician- caerphilly - south wales (1); finance admin (1); mammographer (1); bridgend optometrist - independent - up to £65,000 (1)"
2026-06,South Wales,no,customer_service,2,1,2,optometrist (2)
2026-06,South Wales,no,care_assistant,1,1,1,residential manager (1)
2026-06,South Wales,no,support_worker,1,1,1,support worker (1)
2026-06,South West,no,unclassified,8,7,3,"bognor regis optometrist role - £70,000 (1); wca nurse (1); childrens residential deputy manager (1); optometrist - bexhill-on-sea - independent (1); land rover vehicle technician (1); pharmacy dispenser (1); childrens home registered manager (1); vehicle technician (1)"
2026-06,South West,no,support_worker,2,2,1,support worker young adults (1); recovery support worker (1)
2026-06,South West England,no,unclassified,28,25,1,human factors engineer (2); hygiene operative (2); optometrist bristol - 70k package (1); optometrist - bristol - up to £60k bonus relocation package (1); child consultant psychiatrist (1); occupational therapist 0093 (1); business account coordinator (1); part dispensing optician - bristol - independent opticians - up to 35k pro rata (1); trainee dental nurse required - bristol (1); functional assessor (1)
2026-06,South West England,no,administrator_general,5,4,1,administration - enhanced dbs required (2); compliance administrator (1); property administrator (1); french team ip administrator / ip paralegal (1)
2026-06,South West England,no,service_administrator,2,2,1,operations customer service administrator (1); service administrator (1)
2026-06,South West England,no,care_coordinator,1,1,1,client care coordinator (1)
2026-06,South West England,no,sales,1,1,1,professional indemnity account executive (1)
2026-06,South West England,no,warehouse_logistics,1,1,1,hygiene operative (1)
2026-06,South West England / Cornwall,no,unclassified,13,8,6,"community nurse (1); optometrist / £65,000 / falmouth (1); optometrist opportunity st austell / market leading package / £65,000 (1); optometrist opportunity falmouth / market leading package / £65,000 (1); optometrist opportunity helston / market leading package / £65,000 (1); optometrist (1); clinical optometrist opportunity, truro / £75,000 / ip funding available (1); registered nurse (1); housing management coordinator (1); domiciliary registered manager (1)"
2026-06,South West England / Cornwall,no,support_worker,7,5,3,"support worker (2); casual support worker (1); supported living manager (1); weekend support worker - learning disabilities st austell (1); support worker - liskeard, cornwall (1); care manager - extra care scheme (1)"
2026-06,South West England / Cornwall,no,care_assistant,1,1,1,senior care assistant (1)
2026-06,South West England / Cornwall,no,healthcare_assistant,1,1,1,children s health care assistant (1)
2026-06,South West England / Devon,no,sales,21,1,7,veterinary practice relationship manager - royal canin (7); veterinary commercial manager - royal canin (7); veterinary account manager - royal canin (7)
2026-06,South West England / Devon,no,unclassified,19,12,10,"registered nurse (2); supervising social worker (1); optometrist opportunity barnstaple / market leading package / £65,000 (1); optometrist opportunity okehampton / market leading package / £65,000 (1); optometrist / plymouth / £74,000 doe (1); optometrist (1); contact lens optician (1); chemotherapy nurse (1); tenant liaison officer (1); housing services manager (1)"
2026-06,South West England / Devon,no,support_worker,4,4,4,support worker (1); deputy care manager (1); female support worker - south devon (1); reablement support worker (1)
2026-06,South West England / Devon,no,administrator_general,2,2,1,commercial administrator (1); office administrator (1)
2026-06,South West England / Devon,no,customer_service,2,2,2,retail optical assistant (1); fines and penalties administrator (1)
2026-06,South West England / Dorset,no,unclassified,33,18,8,"veterinary digital partnerships manager (2); veterinary business manager-digital services (2); digital veterinary business manager (2); veterinary digital solutions manager (2); children s independent reviewing officer (1); optometrist job in bournemouth (1); optometrist - wimborne, dorset (1); social worker level 2 3 - children and families first teams (1); social worker level 2 3 - plo court teams (1); social worker level 2 3 - children in care (1)"
2026-06,South West England / Dorset,no,sales,13,1,3,veterinary account manager - royal canin (3); animal wellness business manager - royal canin (2); veterinary practice business consultant - royal canin (2); veterinary practice sales representative - royal canin (2); veterinary client relationship manager - royal canin (2); veterinary commercial manager - royal canin (1); veterinary practice relationship manager - royal canin (1)
2026-06,South West England / Dorset,no,administrator_general,3,3,3,administrator (2); mobile senior administrator (1)
2026-06,South West England / Dorset,no,support_worker,2,2,2,domiciliary care registered manager (1); care assistant / support worker (1)
2026-06,South West England / Dorset,no,healthcare_assistant,1,1,1,mental healthcare assistant (1)
2026-06,South West England / Gloucestershire,no,unclassified,23,14,5,optical assistant (2); optometrist - gloucester - independent - 4 a week - up to 65k pro rata (1); supervising social worker (1); home visits optical assistant (1); executive coordinator (1); large sites housing officer (1); trainee optical assistant (1); occupational therapist (1); paediatric speech and language therapist (1); speech and language therapist (1)
2026-06,South West England / Gloucestershire,no,administrator_general,10,6,6,data entry administrator (1); project administrator (1); operations administrator (1); despatch administrator (1); warehouse administrator - exciting premium brand (1); administrator (1); procurement admin (1); hr and business administrator- 10 month ftc (1); product coordinator / buying admin assistant (1); hr administrator- 10 month ftc- interviewing asap (1)
2026-06,South West England / Gloucestershire,no,customer_service,1,1,1,optical assistant apprentice (1)
2026-06,South West England / Gloucestershire,no,scheduler_planner,1,1,1,principal planning officer (1)
2026-06,South West England / Gloucestershire,no,support_worker,1,1,1,support worker (1)
2026-06,South West England / Gloucestershire,no,warehouse_logistics,1,1,1,it administration apprentice (1)
2026-06,South West England / Somerset,no,sales,145,1,33,veterinary account manager - royal canin (33); veterinary commercial manager - royal canin (29); veterinary practice relationship manager - royal canin (29); veterinary practice business consultant - royal canin (13); veterinary client relationship manager - royal canin (13); veterinary practice sales representative - royal canin (13); animal wellness business manager - royal canin (13); veterinary business manager - royal canin (2)
2026-06,South West England / Somerset,no,unclassified,82,23,23,"veterinary digital partnerships manager (13); veterinary business manager-digital services (13); veterinary digital solutions manager (13); digital veterinary business manager (12); optometrist (3); respiratory nurse advisor (2); care team leader (2); community respiratory nurse (1); dispensing optician manager (1); optometrist opportunity minehead / market leading package / £65,000 (1)"
2026-06,South West England / Somerset,no,support_worker,10,8,10,residential childcare support worker sessional/casual (3); senior support worker (2); support worker (2); support worker learning disabilities (1); lead support worker (1); community support worker - female (1)
2026-06,South West England / Somerset,no,administrator_general,4,4,4,senior administrator (1); solar administrator (1); legal administrator (1); senior sales adminstrator (1)
2026-06,South West England / Somerset,no,care_assistant,3,2,2,senior care assistant (3)
2026-06,South West England / Somerset,no,customer_service,1,1,1,retail optical assistant (1)
2026-06,South West England / Somerset,no,healthcare_assistant,1,1,1,mental health care assistant (1)
2026-06,South West England / Somerset,no,service_administrator,1,1,1,service administrator (1)
2026-06,South West England / Wiltshire,no,unclassified,36,21,9,"childrens home registered manager (4); optical assistant (2); deputy manager childrens home (2); senior social worker - safeguarding (1); social worker - duty assessments (1); optometrist/swindon/bath/£70,000 (1); children s home deputy manager (1); optometrist (1); administration associate (1); trainee dental nurse required - swindon (1)"
2026-06,South West England / Wiltshire,no,administrator_general,6,6,2,finance administrator (1); administrator - financial services sector (1); hr administrator (1); colleague experience administrator human resources (1); data cleansing administrator (1); data administrator - czech speaking (1)
2026-06,South West England / Wiltshire,no,sales,6,2,2,deputy / assistant manager (1); animal wellness business manager - royal canin (1); veterinary practice sales representative - royal canin (1); veterinary account manager - royal canin (1); veterinary client relationship manager - royal canin (1); veterinary practice business consultant - royal canin (1)
2026-06,South West England / Wiltshire,no,healthcare_assistant,2,2,2,community health care assistant (1); senior healthcare assistant (1)
2026-06,South West England / Wiltshire,no,support_worker,2,2,2,senior support worker (1); support worker (1)
2026-06,South West England / Wiltshire,no,teaching_assistant,2,1,2,aspiring educational psychologist (1); learning support assistant (1)
2026-06,South West England / Wiltshire,no,care_assistant,1,1,1,senior residential care worker (1)
2026-06,South West England / Wiltshire,no,customer_service,1,1,1,customer care supervisor (1)
2026-06,South West England / Wiltshire,no,service_administrator,1,1,1,customer service administrator (1)
2026-06,South Yorkshire,yes,unclassified,4,1,1,veterinary digital solutions manager (1); veterinary digital partnerships manager (1); digital veterinary business manager (1); veterinary business manager-digital services (1)
2026-06,Wales,no,unclassified,28,21,3,"registered manager (2); principal social workers - childrens services x 2 mash intake (2); nurse assessor - office based (1); duty assessment social worker - monmouthshire council (1); hospital social worker - newport council (1); senior practitioner - safeguarding (1); cardiff optometrist role - up to £65,000 (1); paediatric nurse (1); dispensing optician - newport, shropshire (1); personal assistant (1)"
2026-06,Wales,no,sales,5,1,1,veterinary practice sales representative - royal canin (1); veterinary account manager - royal canin (1); animal wellness business manager - royal canin (1); veterinary practice business consultant - royal canin (1); veterinary client relationship manager - royal canin (1)
2026-06,Wales,no,customer_service,4,2,1,retail optical assistant (2); optometrist (1); optical assistant (1)
2026-06,Wales,no,care_assistant,2,1,2,graduate opportunity care assistant to business marketing graduate (1); live-in personal care assistant for a history phd student (1)
2026-06,Wales,no,administrator_general,1,1,1,technical waste administrator chemistry graduate (1)
2026-06,Wales,no,support_worker,1,1,1,support worker - housing (1)
2026-06,West Lothian,no,sales,5,1,1,veterinary practice business consultant - royal canin (1); animal wellness business manager - royal canin (1); veterinary practice sales representative - royal canin (1); veterinary client relationship manager - royal canin (1); veterinary account manager - royal canin (1)
2026-06,West Lothian,no,unclassified,1,1,1,"optometrist opportunity, greenock / £55,000 (1)"
2026-06,West Midlands,no,unclassified,70,36,10,clinical assessor (5); veterinary client engagement lead - vetsource (4); veterinary client success lead - vetsource (4); pet care client success manager - vetsource (4); veterinary business growth lead - vetsource (4); childrens home registered manager (2); vehicle technician (2); health social care assessor (2); registered manager- residential childcare (1); principal service lead - through care (1)
2026-06,West Midlands,no,administrator_general,7,7,3,senior administrator (2); education administrator (1); team manager - db pensions (1); engineering administrator automotive/plant (1); supply chain administrator (1); administrator (1)
2026-06,West Midlands,no,care_assistant,2,2,1,foster carer (1); hourly care assistant for a psychology university student (1)
2026-06,West Midlands,no,customer_service,2,2,2,retail optical assistant (1); family centre manager (1)
2026-06,West Midlands,no,sales,1,1,1,sales admin (1)
2026-06,West Midlands,no,support_worker,1,1,1,registered service manager (1)
2026-06,West Midlands / Shropshire,no,unclassified,7,6,4,optometrist (1); wca nurse (1); optical assistant (1); registered manager - childrens home (1); functional assessor (1); pharmacy dispenser (1); personal assistant to the managing director with legal background (1)
2026-06,West Midlands / Shropshire,no,customer_service,3,1,2,optical assistant (2); optical assistant apprentice (1)
2026-06,West Midlands / Shropshire,no,support_worker,2,2,2,casual support worker (1); support worker (1)
2026-06,West Midlands / Shropshire,no,administrator_general,1,1,1,senior administrator (1)
2026-06,West Midlands / Shropshire,no,finance_admin,1,1,1,agri-business accounts assistant (1)
2026-06,West Midlands / Staffordshire,no,unclassified,25,21,8,"registered manager- young people (2); optical assistant job in stoke-on-trent (1); optometrist (1); hearing aid audiologist, walsall (1); wca doctor (1); wca nurse (1); optometrist / hanley / £65,000 (1); responsible individual - children homes (1); housing officer (1); health and social care course leader - 18.5 hours (1)"
2026-06,West Midlands / Staffordshire,no,administrator_general,5,5,5,purchasing admin (1); financial administrator sage 50 training (1); part-time property administrator (1); performance administrator (1); accounts administrator (1)
2026-06,West Midlands / Staffordshire,no,support_worker,1,1,1,children s senior support worker (1)
2026-06,West Midlands / Staffordshire,no,teaching_assistant,1,1,1,cannock area teaching assistant roles (1)
2026-06,West Midlands / Warwickshire,no,unclassified,59,8,15,veterinary client success lead - vetsource (12); veterinary business growth lead - vetsource (12); pet care client success manager - vetsource (12); veterinary client engagement lead - vetsource (12); contact lens optician (1); dispensing optician (1); audi vehicle technician (1); registered nurse rgn - bank - care home (1); bank personal assistant (1); recruitment on-site operations coordinator (1)
2026-06,West Midlands / Warwickshire,no,support_worker,3,2,3,support worker (2); female support worker (1)
2026-06,West Midlands / Warwickshire,no,administrator_general,2,2,2,logistics administrator (1); operations systems co-ordinator (1)
2026-06,West Midlands / Warwickshire,no,customer_service,1,1,1,retail optical assistant (1)
2026-06,West Midlands / Worcestershire,no,unclassified,13,10,4,wca nurse (1); manufacturing it/ot support technician (1); team manager fostering ifa (1); support practitioner (1); independent speech and language therapist (1); clinical lead (1); diagnostic vehicle technician (1); vehicle service technician (1); skoda vehicle technician (1); vehicle technician (1)
2026-06,West Midlands / Worcestershire,no,administrator_general,1,1,1,production administrator (1)
2026-06,West Midlands / Worcestershire,no,healthcare_assistant,1,1,1,female paediatric healthcare assistant (1)
2026-06,West Midlands / Worcestershire,no,service_administrator,1,1,1,customer service administrator redditch (1)
2026-06,West Midlands / Worcestershire,no,support_worker,1,1,1,community support worker (1)
2026-06,West Yorkshire,yes,unclassified,34,7,9,"veterinary digital partnerships manager (7); veterinary business manager-digital services (7); digital veterinary business manager (7); veterinary digital solutions manager (7); clinical lead (1); childrens home registered manager (1); registered manager (1); business systems data coordinator (1); veterinary surgeon, birstall, west yorkshire (1); paediatric nurse case manager (1)"
2026-06,West Yorkshire,yes,administrator_general,4,4,3,financial planning administrator (1); ifa administrator (1); pricing admin assistant (1); design administrator (1)
2026-06,West Yorkshire,yes,service_administrator,1,1,1,customer service administrator (1)
2026-06,Yorkshire (North/East),no,unclassified,17,9,4,veterinary digital solutions manager (2); digital veterinary business manager (2); veterinary business manager-digital services (2); veterinary digital partnerships manager (2); specialist chemotherapy nurse (1); principal planning officer (1); business support assistant (1); administrative assistant - property services (1); chemotherapy nurse (1); home manager (1)
2026-06,Yorkshire (North/East),no,support_worker,3,2,2,employment support officer (1); childrens residential support worker (1); female support worker (1)
2026-06,Yorkshire (North/East),no,administrator_general,1,1,1,ifa administrator (1)
2026-06,Yorkshire (North/East),no,customer_service,1,1,1,retail optical assistant (1)
2026-06,Yorkshire (South),no,unclassified,41,19,5,veterinary business manager-digital services (3); veterinary digital solutions manager (3); digital veterinary business manager (3); veterinary digital partnerships manager (3); nurse unit manager (2); 111 clinical advisor - homeworking (2); functional assessor (2); optical assistant job in sheffield (1); optical assistant - woodseats sheffield (1); registered general nurse (1)
2026-06,Yorkshire (South),no,administrator_general,4,4,3,warehouse administrator (1); it office administrator (1); accounts administrator part-time (1); operations administrator (1)
2026-06,Yorkshire (South),no,scheduler_planner,2,2,2,financial planning administrator (1); ifa administrator (1)
2026-06,Yorkshire (South),no,support_worker,2,1,2,family practitioner (2)
2026-06,Yorkshire (South),no,care_assistant,1,1,1,domiciliary home care worker (1)
2026-06,Yorkshire (South),no,customer_service,1,1,1,commercial administrator (1)
2026-06,Yorkshire (West),no,unclassified,83,31,12,veterinary business manager-digital services (11); veterinary digital partnerships manager (11); veterinary digital solutions manager (11); digital veterinary business manager (11); office manager (2); registered care home manager (2); marketing office support coordinator (1); handyman/maintenance (1); contracts administration manager (1); pip nurse assessor (1)
2026-06,Yorkshire (West),no,customer_service,6,4,4,admin customer service (1); retail optical assistant (1); breakdown controller (1); breakdown controller weekends (1); regional service controller (1); optical assistant apprentice (1)
2026-06,Yorkshire (West),no,administrator_general,4,4,3,client services administrator - exclusive to taylor james (1); hr administrator (1); sales and operations support administrator (1); group regulatory administrator (1)
2026-06,Yorkshire (West),no,service_administrator,3,2,2,service administrator (1); administrator (1); customer service administrator (1)
2026-06,Yorkshire (West),no,care_assistant,2,2,2,complex care assistant (1); live-in personal care assistant for a history and sociology student (1)
2026-06,Yorkshire (West),no,finance_admin,1,1,1,commercial/finance accounts assistant (1)
2026-06,Yorkshire (West),no,healthcare_assistant,1,1,1,health care assistant (1)
2026-06,Yorkshire (West),no,sales,1,1,1,finance data migration assistant (1)
