month,region,region_scope,category,existing_live_page,recommendation,recommendation_reason,total_jobs,feed_days,days_seen,seen_ratio_pct,average_daily_count,minimum_daily_count,maximum_daily_count,days_with_6_plus,days_with_12_plus,first_five_day_average,last_five_day_average,direction_change_pct,decline_type,decline_explanation,unique_title_count,unique_company_count,unique_location_count,top_titles,top_companies,top_1_company_share_pct,top_2_company_share_pct,concentration_risk,credible_slice,manual_review_pilot
2026-07,London,lookup_region,broader_office_administration,no,BUILD,"Meets persistence, average-volume and breadth safeguards without severe advertiser concentration.",45,14,14,100.0,20.36,5,34,11,9,29.8,5.8,-80.5,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,41,24,14,Customer Service Administrator (14); Research Grants Administrator (14); Credit Administrator (14); IFA Administrator (14); Project Administrator (10); Logisitics Administrator (9); Inventory Administrator (6 Mnth Contract) (8); Receptionist/ Administrator (37.5 hrs pw) (8); Medical Receptionist (25 hrs pw) (8); Medical Receptionist (28-33 hrs pw) (8),Honeycomb Jobs Ltd (88); Lynda Jacobs Recruitment (30); Financial Divisions (28); KEYSTONE EMPLOYMENT GROUP NO.1 LIMITED (14); LJ Recruitment (14); Julie Rose Recruitment (10); Apple Recruitment (10); Sheridan Maine (9); Derry GP Federation (8); South Thames College Group (8),30.9,41.4,LOW,True,True
2026-07,Yorkshire - West,lookup_region,broader_office_administration,no,BUILD,"Meets persistence, average-volume and breadth safeguards without severe advertiser concentration.",12,14,14,100.0,6.93,4,10,7,0,9.2,4.8,-47.8,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,11,11,5,Export Administrator (14); Insolvency Administrator (14); Office Administrator Assistant & Companies House Compliance Officer Assistant (13); Junior Regulatory Affairs Administrator (11); Design Administrator (9); Client Reporting Administrator (7); Customer Administrator (7); IFA Administrator (7); Ifa Administrator (7); Driver Services Administrator (5),Huntress (21); GGT Insolvency Recruitment (14); Wine & Co (13); Astonish (11); M Group (9); NJR Recruitment (7); Clayton Davies Ltd (7); Reed (7); Global Autocare Limited (5); Premier Jobs UK Limited (2),21.6,36.1,LOW,True,True
2026-07,Hampshire,lookup_region,broader_office_administration,no,BUILD,"Meets persistence, average-volume and breadth safeguards without severe advertiser concentration.",12,14,14,100.0,6.14,3,10,7,0,8.8,3.8,-56.8,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,10,11,7,Customer Service Administrator (14); German Speaking Administrator (14); Italian speaking Administrator (14); Administrator / SEN Administrator (SEND Support) (13); IFA Administrator (9); Financial Planning Administrator (7); Wealth Administrator (7); Access Arrangements and Examination Administrator (4); In Service Support Project Coordinator (2); Reward Administrator (2),ABL Recruitment (28); AWD Online (13); Reed (7); Dynamite Recruitment Solutions Ltd (7); Eden Rose (7); Adecco (7); Honeypot People Ltd (7); Havant and South Downs College (HSDC) (4); TEMPLEGATE RECRUITMENT (2); Critical Maritime Systems & Support Limited (2),32.6,47.7,LOW,True,True
2026-07,unknown,lookup_region,broader_office_administration,no,WATCH,limited title/company/location breadth; broad based decline,74,14,14,100.0,33.93,17,52,14,14,45.2,25.6,-43.4,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,62,55,1,IFA Administrator (25); Insolvency Administrator (19); Remote Admin Assistant (14); Mortgage Administrator (14); Japanese Speaking Financial Administrator - Hybrid (14); Quality Control Administrator (14); Payments Administrator (14); Purchasing and Shipping Administrator (14); Customer Service Administrator (14); Mandarin Treasury Settlement Administrator (14),Financial Divisions (43); Reed (42); SmartPA (14); Brevere Group (14); Ortus PSR (14); People First (14); Huntress (14); Sterling Williams LTD (14); Office Angels (14); ABL Recruitment (14),9.1,17.9,LOW,False,False
2026-07,unknown,lookup_region,care_assistant_healthcare_assistant,no,WATCH,limited title/company/location breadth,24,14,14,100.0,11.79,9,14,14,8,11.0,13.2,20.0,no_meaningful_decline,,16,19,1,"Complex Care Assistant (26); Care Assistant (19); Night Healthcare Assistant (14); Community Complex Healthcare Assistant (14); Complex care assistant (14); Care Assistant to a Creative Writing & English Literature Graduate (14); Trainee Hearing Care Assistant, Wolverhampton (14); Night Health Care Assistant (12); Healthcare Assistant (11); Hearing Care Assistant, Cumbria (7)",Superior Healthcare (27); Routes Healthcare (North) (27); Leightons Opticians & Hearing Care (21); Complex Care Professionals Limited (14); Ask Jules (14); Ventry Care Homes (12); Medgen Ltd (10); MPA Recruitment (8); PROXYCARE LIMITED (6); London Care Limited (5),16.4,32.7,LOW,False,False
2026-07,Kent,lookup_region,care_assistant_healthcare_assistant,no,WATCH,severe advertiser concentration; mainly large campaigns disappearing,23,14,14,100.0,11.0,3,13,13,8,12.4,9.4,-24.2,mainly_large_campaigns_disappearing,"Top early advertiser(s) Superior Healthcare, Kent Social Care Professionals Limited account for approximately 100% of the measured decline.",5,6,14,Complex Care Assistant (115); Care Assistant (15); Qualified Hearing Care Assistant (14); Carer (6); Community Carer (4),Superior Healthcare (115); Leightons Opticians & Hearing Care (14); Kent Social Care Professionals Limited (10); TALENT INTERNATIONAL UK LTD (6); MiHomecare Limited (5); Nurse Seekers (4),74.7,83.8,HIGH,False,False
2026-07,Northern Ireland - East,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; broad based decline,19,14,8,57.1,8.79,0,19,8,6,14.2,0.0,-100.0,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,17,10,9,Administrative Assistant (16); Admin Assistant (14); Administrator (Factory Setting) - Antrim (8); Medical Receptionist/ Administrator (14.5 hrs pw) (8); Information & Records Administrator (8); Office Co-Ordinator & Receptionist (8); Estates Administrator Band 4 Temp (8); Customer Support Administrator (1- Year Contract) (8); Band 3 Administrator temp full time (8); Band 2 Administrator Lisburn( Temp full time) (7),Honeycomb Jobs Ltd (41); The Recruitment Co. (18); First Choice Selection Services (14); Lynda Jacobs Recruitment (8); Mid and East Antrim Borough Council (8); Apple Recruitment (8); Keenan Recruitment (8); Platinum Recruitment (8); Reed Specialist Recruitment (6); MPA Recruitment (4),33.3,48.0,LOW,False,False
2026-07,unknown,lookup_region,teaching_sen_learning_support,no,WATCH,limited title/company/location breadth; severe advertiser concentration,11,14,14,100.0,7.79,5,9,13,0,7.4,8.0,8.1,no_meaningful_decline,,10,2,1,Behaviour and Learning mentor (14); Russell Group Teaching Assistant (14); SEND Teaching Assistant (14); 11 SEN Support Assistant - ASD & ADHD (14); Social Science Graduate Teaching Assistant (13); Behaviour Mentor (12); Russell Group Graduate Teaching Assistant (10); Reception Teaching Assistant (8); Teaching Assistant Co-ordinator (7); 11 SEN Learning Support Assistant (3),Ribbons and Reeves Limited (99); Jobsined Ltd (10),90.8,100.0,HIGH,False,False
2026-07,North East,published_aggregate,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,9,14,14,100.0,5.71,1,8,9,0,5.6,5.8,3.6,no_meaningful_decline,,3,4,9,Complex care assistant (36); Complex Care Assistant (25); Care Assistant (15); Social Care Worker (4),Routes Healthcare (North) (61); Comfort Call Limited (10); Careline Homecare Limited (5); Aspen Wolf (U.K) Ltd (4),76.2,88.8,HIGH,False,False
2026-07,Yorkshire - West,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; severe advertiser concentration,8,14,14,100.0,5.5,3,6,9,0,5.4,5.6,3.7,no_meaningful_decline,,6,5,8,Care Assistant (18); Care Assistant to English Literature Uni Graduate (14); Hourly Care Assistant to Games Development graduate (14); Healthcare Assistant (14); Complex Care Assistant (13); Complex care assistant (3); Health Care Assistant (1),Ask Jules (28); Secure Health Care Solutions (27); Routes Healthcare (North) (16); Comfort Call Limited (5); Exemplar Health Care (1),36.4,71.4,HIGH,False,False
2026-07,Hampshire,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day,12,14,14,100.0,5.14,3,6,5,0,4.6,6.0,30.4,no_meaningful_decline,,9,8,9,Domiciliary Care Assistant (18); Night Care Worker (14); Healthcare Support Worker (9); Care Worker (8); Care Assistant (7); Community Care Worker (5); Care Assistant / Support Worker - Domiciliary care (5); Care Assistant (Older Adults) (5); Live In Care Worker (1),Hampshire County Council (24); ECS Recruitment Consultants Ltd (18); Bluestar Care & Support Ltd (9); Southern Housing (8); SCA Care (5); Career Cross Ltd (5); Alina Homecare (2); Colten Care Limited (1),33.3,58.3,MEDIUM,False,False
2026-07,West Midlands - Coventry & Warwickshire,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; broad based decline,10,14,14,100.0,5.07,3,10,7,0,7.6,3.0,-60.5,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,8,9,4,FM Scheduler / Compliance Administrator (14); Purchase Administrator (14); Temporary Administrator (14); IFA Administrator (9); IFA Client Administrator (7); Financial Planning Administrator - Leamington Spa (hybrid) - Basic to £30k + generous bonus (7); Contracts Assistant / Administrator - Warwickshire (4); Ifa Administrator - Hybrid (2),Retaind Limited (14); Greenwell Gleeson (14); Love Success Recruitment (14); Ortus PSR (7); MI Search Ltd (7); Premier Jobs UK Limited (7); MYO Talent (4); Reed (2); Brevere Group (2),19.7,39.4,LOW,False,False
2026-07,Surrey,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; broad based decline,12,14,14,100.0,4.86,2,9,7,0,7.6,2.0,-73.7,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,10,11,9,"Customer Service Administrator (14); IFA Administrator (14); Administrator Construction Industry (8); Financial Planning Administrator, Godalming, Surrey, £30,000 - £38,000 Basic Salary + Bonus + (7); Financial Services Administrator (7); Administrator (5); Dental Receptionist (5); IFA Administrator Hybrid (4); Admin Assistant - Bank - Care Home (2); Compliance Administrator (2)",Financial Divisions (14); Reed (8); Copperfield Recruitment Ltd (7); Faith Recruitment (7); Eden Rose (7); Life and Careers (7); Layka Connect (5); Additional Resources Ltd (5); Cameron James (4); Barchester Healthcare (2),20.6,32.4,LOW,False,False
2026-07,Greater Manchester - Manchester & Salford,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; broad based decline,11,14,14,100.0,4.79,1,10,7,0,8.0,2.0,-75.0,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,9,10,1,"IFA Administrator (21); Data Administrator (14); Group Risk Administrator - Manchester - Hybrid working - Basic to £36,000 (7); Pensions Administrator (7); Credit Administrator - Part Time 30hrs (6); Compliance Administrator (6); Loan Administrator (3); Corporate Insolvency Administrator-Remote (2); Corporate Insolvency Administrator (1)",Belinda Roberts Ltd (14); MI Search Ltd (7); IDEX Consulting Ltd (7); Oliver James (7); K3 Advisory Group (7); The Eventus Recruitment Group (7); Booker Group (6); Massenhove Recruitment Limited (6); M2 Professional Recruitment Services Ltd (3); Imperium Financial Recruitment (3),20.9,31.3,LOW,False,False
2026-07,London,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,12,14,13,92.9,4.64,0,9,6,0,6.6,1.4,-78.8,mainly_large_campaigns_disappearing,"Top early advertiser(s) Macklin Care Homes Ltd, MPA Recruitment account for approximately 96% of the measured decline.",10,7,4,Care Assistant (19); Community Complex Care Assistant (9); Care Assistant Dayshift Our Ladys (8); Permanent Care Assistant - Belfast (8); Residential Care Assistant Dayshift - Our Ladys (8); Residential Care Assistant (6); Relief Care Assistant - Arlington (4); Relief Care Assistant - Our Ladys (1); Personal care Assistant (1); Domiciliary care worker (1),MPA Recruitment (22); Macklin Care Homes Ltd (21); Superior Healthcare (9); CCH Group (6); Quality Care Services Limited (5); Morgan Hunt Recruitment (1); Palm2Palm (1),33.8,66.2,MEDIUM,False,False
2026-07,Cumbria - North,lookup_region,residential_childcare_children_support,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,19,14,14,100.0,4.57,3,9,2,0,5.0,4.4,-12.0,no_meaningful_decline,,5,2,3,Residential Child Care Worker (Sessional/Casual) (26); Residential Child Care Worker (19); Childrens Residential Support Worker (12); Childrens Residential Support Worker (Bank) (6); Open Evening In Person - Childrens Residential Support Worker (1),North Lakes (45); A Wilderness Way Ltd (19),70.3,100.0,HIGH,False,False
2026-07,Kent,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,10,14,14,100.0,4.29,3,6,2,0,5.2,3.0,-42.3,mainly_large_campaigns_disappearing,"Top early advertiser(s) Reed, Recruit Wealth account for approximately 91% of the measured decline.",9,10,7,KYC Administrator (14); Office Administrator (9); Receptionist (7); IFA Administrator (7); Financial Intelligence Administrator (7); Client Services Administrator (7); Trainee Company Secretary (5); Company Secretary - Qualified or PQ - Canterbury - Financial Services..... (2); Banking Administrator (2),PDR Solutions (14); Macromin (8); Reed (7); Recruit Wealth (7); Clearwater People Solutions Ltd (7); Financial Divisions (7); G2 Company Secretarial (5); Hawke Search (2); TN Recruits (2); Davies Turner (1),23.3,36.7,LOW,False,False
2026-07,Sussex,lookup_region,residential_childcare_children_support,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,11,14,14,100.0,4.07,1,10,5,0,8.8,1.0,-88.6,mainly_large_campaigns_disappearing,"Top early advertiser(s) SCR Recruitment Services, Active Care Group account for approximately 67% of the measured decline.",7,6,7,Childrens Residential Support Worker (15); Residential Children's Home Support Worker (14); Residential Childcare Support Worker (Casual) (9); Residential Support Worker - Children's Home (6); Children's Support Worker (Weekends) (6); Children's Support Worker (5); Residential Childcare Support Worker (2),SCR Recruitment Services (15); Hunts Recruitment Limited (14); Apple Orchard (11); Active Care Group (11); Candidate Source (4); Candidate Source Ltd (2),26.3,50.9,LOW,False,False
2026-07,Leicestershire,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,9,14,14,100.0,4.0,2,6,4,0,5.8,2.8,-51.7,mainly_large_campaigns_disappearing,"Top early advertiser(s) Ortus PSR, North Oak Recruitment Ltd account for approximately 67% of the measured decline.",8,9,4,"Commercial Administrator (12); Admin Assistant PM Shift 2pm-10pm (11); IFA Administrator (9); Investment Administrator (7); Corporate IFA Administrator (7); Fundraising, Engagement and Communications Administrator (4); Service Administrator (4); SSAS Associate - Pension Administrator (Remote) (2)",Macildowie Recruitment and Retention (12); Foxes Recruitment Limited (11); Ortus PSR (7); North Oak Recruitment Ltd (7); Premier Jobs UK Limited (7); The Baca Charity (4); Reed (4); Brevere Group (2); Recruit UK (2),21.4,41.1,LOW,False,False
2026-07,Northern Ireland - West,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; broad based decline,9,14,9,64.3,4.0,0,8,8,0,5.4,0.0,-100.0,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,7,6,7,Administrator officer (16); Medical Receptionist (11); Care Home administrator (8); Customs Administrator (Armagh) (8); Administrator (Part Time) (6); Administrator - To £28k - Immediate Interviews (4); Customer Service Administrator (3),MPA Recruitment (19); Riada Resourcing (14); First Choice Selection Services (8); Honeycomb Jobs Ltd (8); Rushe Executive Search (4); Reed (3),33.9,58.9,MEDIUM,False,False
2026-07,Yorkshire - South,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; limited title/company/location breadth,7,14,14,100.0,3.64,2,6,5,0,2.0,6.0,200.0,no_meaningful_decline,,7,7,2,Insolvency Case Administrator (14); Roma Speaking Teaching Assistant and School Administrator (12); Health & Safety Administrator (Consultancy) (7); HSE Administrator (6); Medical Secretary with General Practice Experience (5); Workplace Operations Coordinator (4); Administrator - ERP Systems (3),GGT Insolvency Recruitment (14); Tradewind Recruitment (12); Ernest Gordon Recruitment Limited (7); Austin Banks (6); Chase Medical (5); Premier Jobs UK Limited (4); Abtech (3),27.5,51.0,LOW,False,False
2026-07,Wales South - Cardiff & Vale,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; limited title/company/location breadth,6,14,14,100.0,3.64,2,4,0,0,3.6,4.0,11.1,no_meaningful_decline,,6,5,1,Receptionist / Conveyancing Legal Assistant (14); Legal Receptionist (11); Customer Services Administrator (7); IFA Administrator (7); School Administrator - Cardiff Primary School (6); School Administrator - Cardiff Secondary School ASAP Start (6),TSR Legal (14); Aspire People Limited (12); TSR Legal - Wales (11); Reed (7); Finlink Ltd (7),27.5,51.0,LOW,False,False
2026-07,Lancashire - East,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,6,14,14,100.0,3.57,2,5,0,0,4.6,2.6,-43.5,mainly_large_campaigns_disappearing,"Top early advertiser(s) Routes Healthcare (North), Guardian Homecare Limited account for approximately 100% of the measured decline.",3,3,4,Complex Care Assistant (26); Nights Health Care Assistant (14); Care Assistant (10),Routes Healthcare (North) (26); Exemplar Health Care (14); Guardian Homecare Limited (10),52.0,80.0,HIGH,False,False
2026-07,Berkshire,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,5,14,14,100.0,3.43,3,4,0,0,3.2,4.0,25.0,no_meaningful_decline,,4,4,5,Complex Care Assistant (27); Care Assistant (14); Care Assistant Support (5); Care Assistant - Bank - Care Home (2),COUNTY CARERS LIMITED (27); Care UK (14); Great Park Homecare (5); Barchester Healthcare (2),56.2,85.4,HIGH,False,False
2026-07,Bristol & Bath,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; broad based decline,8,14,13,92.9,3.21,0,7,2,0,5.8,1.0,-82.8,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,7,8,2,Financial Planning Administrator (14); IFA Administrator (7); Contract Administrator (7); Pension Administrator Office based (7); Administrator (6); Pension Administrator (2); Mortgage Administrator/ Pensions Administrator - Step into Financial Planning (2),Eden Rose (7); Curo (7); CMD Recruitment (7); Cavendish Maine Recruitment (7); tPS Recruitment (7); Fusion People Ltd (6); Sanderson (2); Cranleigh Personnel (2),15.6,31.1,LOW,False,False
2026-07,London,lookup_region,teaching_sen_learning_support,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,4,14,14,100.0,3.14,2,4,0,0,3.2,3.0,-6.3,no_meaningful_decline,,4,3,4,Reception Teaching Assistant (14); SEN Teaching Assistant (12); Behaviour Mentor (12); Classroom Assistant (Special Educational Needs) (6),Ribbons and Reeves Limited (26); Jobsined Ltd (12); Lumen Christi College (6),59.1,86.4,HIGH,False,False
2026-07,Hertfordshire,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,8,14,13,92.9,3.14,0,5,0,0,4.4,2.6,-40.9,mainly_large_campaigns_disappearing,"Top early advertiser(s) SWARM RECRUITMENT LTD, Titan Wealth Holdings Limited account for approximately 100% of the measured decline.",8,8,7,IFA Administrator/ Paraplanner (7); Employee Benefits Administrator (7); Mortgage Administrator (7); Removals Administrator (7); Business Operations Coordinator (6); Scheduling Administrator (5); Scheduling Compliance Administrator (3); Financial Services Administrator - Group Risk (2),SWARM RECRUITMENT LTD (7); Titan Wealth Holdings Limited (7); Switch Recruitment (7); RELOcruitment (7); Ten2Two Ltd (6); Hays Specialist Recruitment Limited (5); Orion Building Engineering Services (3); Brevere Group (2),15.9,31.8,LOW,False,False
2026-07,Hampshire,lookup_region,residential_childcare_children_support,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,8,14,14,100.0,3.07,2,6,1,0,4.2,2.6,-38.1,mainly_large_campaigns_disappearing,"Top early advertiser(s) Active Care Group, SCR Recruitment Services account for approximately 100% of the measured decline.",6,6,6,Childrens Residential Support Worker (14); Children's Support Worker (9); Secure Children's Home Support Worker (9); Children's Support Worker- Nights (5); Residential Childcare Support Worker (4); Temporary to Permanent- Childrens Support Worker (2),SCR Recruitment Services (14); Active Care Group (13); Hampshire County Council (9); Budwood (4); Hunts Recruitment Limited (2); Nurse Plus (1),32.6,62.8,MEDIUM,False,False
2026-07,Cheshire - Warrington & Halton,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; broad based decline,4,14,14,100.0,3.0,2,4,0,0,4.0,2.0,-50.0,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,4,4,2,Corporate Insolvency Administrator (14); Insolvency Case Administrator (14); Telephone Receptionist (7); School Administrator (7),Imperium Financial Recruitment (14); GGT Insolvency Recruitment (14); Your Office & PA (7); Hays Specialist Recruitment Limited (7),33.3,66.7,MEDIUM,False,False
2026-07,Buckinghamshire,lookup_region,teaching_sen_learning_support,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,3,14,14,100.0,2.93,2,3,0,0,2.8,3.0,7.1,no_meaningful_decline,,2,1,2,Psychology Graduate SEN Teaching Assistant (27); Psychology Graduate Learning Mentor (14),Academics (41),100.0,100.0,HIGH,False,False
2026-07,Buckinghamshire,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,7,14,14,100.0,2.93,1,5,0,0,4.2,2.0,-52.4,mainly_large_campaigns_disappearing,"Top early advertiser(s) Synergy Plus Recruitment Ltd, Linklife Ltd account for approximately 100% of the measured decline.",7,6,4,Returns Administrator (7); E-commerce Customer Service & Administrator (7); Purchasing Administrator (7); Scheduling Administrator (7); Helpdesk Service Administrator (7); Drug Safety Administrator (5); Mortgage Administrator (1),Synergy Plus Recruitment Ltd (14); Linklife Ltd (7); EA-RS Group Limited (7); Bucks & Berks Recruitment PLC (7); Aspire Personnel Ltd (5); WEALTHLINK RECRUITMENT LTD (1),34.1,51.2,LOW,False,False
2026-07,Yorkshire - North,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; severe advertiser concentration,6,14,14,100.0,2.86,2,5,0,0,3.2,3.0,-6.3,no_meaningful_decline,,5,5,3,Night Care Assistant (13); Care Assistant - Part Time (13); Care Assistant (7); Health Care Support Worker (5); Care Assistant - Bank - Care Home (2),Care UK (26); The Human Support Group Limited (5); Cygnet Healthcare (5); Barchester Healthcare (2); DG Partnership Ltd (2),65.0,77.5,HIGH,False,False
2026-07,Sussex,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; severe advertiser concentration; broad based decline,10,14,14,100.0,2.86,2,6,1,0,4.2,2.0,-52.4,broad_based_decline,The decline remains material after removing the two largest first-window advertisers.,6,7,7,Healthcare Support Worker (19); Complex Care Assistant (14); Healthcare Assistant (3); Care Assistant - Bank - Care Home (2); Hourly Care Assistant to a recent Social Sciences Graduate (1); Care Assistant (1),Bluestar Care & Support Ltd (19); Superior Healthcare (14); Barchester Healthcare (2); Care Outlook Ltd (2); Ask Jules (1); Alina Homecare (1); Paragon Home Healthcare (1),47.5,82.5,HIGH,False,False
2026-07,Cumbria - South,lookup_region,care_assistant_healthcare_assistant,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,5,14,14,100.0,2.86,1,5,0,0,4.2,1.8,-57.1,mainly_large_campaigns_disappearing,"Top early advertiser(s) Routes Healthcare (North), The Human Support Group Limited account for approximately 83% of the measured decline.",2,3,4,Complex Care Assistant (33); Care Assistant (7),Routes Healthcare (North) (33); The Human Support Group Limited (5); City & County Healthcare (2),82.5,95.0,HIGH,False,False
2026-07,Gloucestershire,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; limited title/company/location breadth,5,14,14,100.0,2.71,1,3,0,0,2.8,3.0,7.1,no_meaningful_decline,,4,5,2,Customer Service Administrator (14); Business Communications & Executive Administrator (13); Administrator (6); People Operations Coordinator (5),Pooky (13); Reed (7); i2i Recruitment Consultancy (7); Career Legal (6); HR Star Consulting Ltd (5),34.2,52.6,LOW,False,False
2026-07,Yorkshire - North,lookup_region,broader_office_administration,no,WATCH,average below 6 jobs/day; mainly large campaigns disappearing,6,14,14,100.0,2.64,1,5,0,0,3.8,2.0,-47.4,mainly_large_campaigns_disappearing,"Top early advertiser(s) French Selection UK, MI Search Ltd account for approximately 100% of the measured decline.",6,6,4,Operations & Office Coordinator (14); French speaking Debt Recovery Administrator (7); Trainee Financial Planning Administrator (7); Administrator (5); Customer Service Administrator (3); People Team Administrator (1),Equals One Ltd (14); French Selection UK (7); MI Search Ltd (7); Capital Outsourcing Group Ltd (5); Great British Drinks Company (3); Vet Partners (1),37.8,56.8,MEDIUM,False,False
2026-07,Lancashire - North,lookup_region,residential_childcare_children_support,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,8,14,14,100.0,2.57,1,4,0,0,2.6,2.2,-15.4,no_meaningful_decline,,3,2,3,Residential Childcare Support Worker (Sessional/Casual) (22); Residential Childcare Support Worker (12); Children's Residential Support Worker (2),Bay View Childcare (34); Witherslack Group (2),94.4,100.0,HIGH,False,False
